,id,timestamp,permalink,media_url,like_count,saved,reach,impressions,engagement,caption
0,18059473711410335,2023-06-06T13:47:43+0000,https://www.instagram.com/p/CtJrEeVPgLv/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/352435403_1261557387801382_1150408255688555590_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=aLKYDnNaXowAX83gVkY&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDTwsArNzzNvI-PbNJIE4o8UxrF5dG4xsIXoGBbMxYIow&oe=6489D189,33,2,213,268,35,"𝗟𝗘𝗩𝗜'𝗦
𝟱𝟬𝟱 𝟲𝟲前期

\\解説記事//

𝟬𝟭
1973年からリリースの
505 66前期
フロントはジッパー仕様で
生地にプリシュランク(防縮)
加工が施されたモデルとなる
501 66前期の縮率は8%だが
505の縮率は3%

𝟬𝟮
赤タブは「small e」
バックポケット裏は
シングルステッチとなるが、
このディテールをとって
66シングルやSSとも
表記される
66前期以前のモデルはすべて
シングルステッチとなる

𝟬𝟯
フロントボタンは銅褐色
ボタン裏は「5」「8」「16」...
特に「5」刻印が多く見られる
ボタン裏刻印は工場を表している

画像出典 @ossington_ 様

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着 #古着好きな人と繋がりたい #古着好きと繋がりたい #古着すきな人と繋がりたい #levis #levis505 #66前期 #66シングル #bige #ビッグe #505 #505bige #551zxx #551z #ダブルエックス #ギャラ入り #ギャラ入り紙パッチ #ギャラ無し #ギャラ無し紙パッチ #ダブルネーム"
1,18181756498275594,2023-06-04T15:45:55+0000,https://www.instagram.com/p/CtEvAaGvLe_/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/351450894_578504994396260_3565075463981148226_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=69k9BmaTGvoAX88qAUI&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDQnRuuhRM56OZ3F8ZQwnTgwMFOJkLZxQWe6Oeagj5Odg&oe=648A01D5,54,9,288,356,64,"𝗟𝗘𝗩𝗜'𝗦
𝟱𝟬𝟱 𝗕𝗜𝗚 𝗘

\\解説記事//

𝟬𝟭
1967年からリリースの
505 BIGE
フロントはジッパー仕様で
生地にプリシュランク(防縮)
加工が施されたモデルとなる
洗濯により生地が収縮することでジッパーの動作不良が発生したため採用された生地となる

𝟬𝟮
パッチに印字されている
505-0217の「02」は
防縮加工を表す番号
BIGE初期は
大文字表記と呼ばれ
スタンプの印字が大きく
後期になると印字が
小さいものへ変更される

𝟬𝟯
505 BIG Eにおいて
耳付きの個体は少なく
股割りと呼ばれる仕様が殆どで
耳付きは
数十本に一本ほどの割合
希少性に加えて
ヴィンテージフリークに
刺さるディテールであること
から相場も股割りに比べ高い

画像出典 @acorn_vtg 様

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着 #古着好きな人と繋がりたい #古着好きと繋がりたい #古着すきな人と繋がりたい #levis #levis505 #66前期 #bige #ビッグe #505 #505bige #551zxx #551z #ダブルエックス #ギャラ入り #ギャラ入り紙パッチ #ギャラ無し #ギャラ無し紙パッチ #ダブルネーム"
2,18362833063013100,2023-06-01T13:32:28+0000,https://www.instagram.com/p/Cs8xWY1viji/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/350756034_1429202524285910_6840991823614639252_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=v-JRjS_bwT4AX-YfpHD&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAiq_wQ4zqJuyr_Ftn6elw5gSL2urMumsTnhAMb9oUN4g&oe=648A2249,43,3,191,244,46,"𝗪𝗢𝗥𝗞 𝗕𝗥𝗔𝗡𝗗
𝟭𝟵𝟯𝟬𝙨〜𝟭𝟵𝟳𝟬𝙨
年代別タグ一覧

画像出典 
THRIFT SCORE...and more... 様 

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着
#古着好き #古着すきな人と繋がりたい #古着好きな人と繋がりたい #roomyrichard #kingkole #bendavis #wtg #crown #carters #30s #40s #50s #60s #70s"
3,17899023626736806,2023-05-28T13:18:12+0000,https://www.instagram.com/p/CsyciYOPlq9/,https://scontent-nrt1-2.cdninstagram.com/v/t51.36329-15/350244487_788325472877528_7348385102133631164_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XhFtFfUZOAsAX970zNW&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAD_XIaxVLBPIxL9ZKiG6lhNGkwKRcgU28-m_Skx8xg2Q&oe=64896193,38,2,273,333,41,"𝗨.𝗦.𝗔𝗥𝗠𝗬
𝗢𝗚-𝟭𝟬𝟳 𝗕𝗔𝗞𝗘𝗥 𝗣𝗔𝗡𝗧𝗦

\\解説記事//

𝟬𝟭
M-47 BAKER PANTSから
1950年代に入りOG-107にモデル変更されHBTから
バックサテン生地に切り替わる
正式名称:OG-107 UTILITY PANTSは
1989年まで長きに渡り採用され続けた

1950年代初頭はサイズ表記がスタンプとなり
それ以降はタグへと切り替わる
初期モデルは
Small / Medium / Large表記
サイドアジャスターを備えるが
これは1960年代初頭までに見られるもので
以降は排除されるディテールである

ボタンは茶色の尿素ボタンが使用され
M-47のディテールを色濃く受け継いでいる

𝟬𝟮
1960年代に入ると
サイドアジャスターは排除され
ボタンは尿素素材からプラスチックに切り替わる
ウエスト内側にタグが縫い付けられ
サイズ表記はinchとなる

1960年代後期になるとUFOボタンと呼ばれる
ドーナツ型のボタンへと変更

𝟬𝟯
1960年代後期からはジッパー仕様も登場
ボタンフライと並行して製造されていたが
ジッパーフライは後発モデルとなる

縫製工程を簡略化するため
ポケット部分のステッチはダブルから
シングルに切り替わり
サイドシームもダブルステッチから
インターロックと呼ばれる縫製に変更される

画像出典 
@feeet_vintageclothing 様 
@share_vintage 様

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着 #usmc #usmarinecorps #usarmy #bakerpants #ベイカーパンツ #og107 #m47パンツ #m47pants #m47 #m43 #m43pants #m43パンツ #military #ミリタリー #50s #60s #70s"
4,17956787546605394,2023-05-27T00:44:04+0000,https://www.instagram.com/p/CsuhcECPQ8-/,https://scontent-nrt1-2.cdninstagram.com/v/t51.36329-15/349250736_963274315099212_1220514199743379496_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5hhfGRXvR1gAX9ahyd0&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfC6HUbLu6gf1jhTSnVcsCu7egCzAEhb35-kbYvl8B5WwQ&oe=64895ABF,36,2,276,328,39,"𝗨.𝗦.𝗔𝗥𝗠𝗬
𝗠-𝟰𝟳 𝗕𝗔𝗞𝗘𝗥 𝗣𝗔𝗡𝗧𝗦

\\解説記事//

1947年にリリースされた
U.S.ARMY M-47 BAKER PANTS
ヘリンボーン生地にL字パッチポケットを
備えたベイカーパンツの基盤となるモデル
サイドアジャスターが装備され
茶色の尿素ボタンが使用される
1950年代中期からは
コットンサテン生地となり
OG-107 BAKER PANTSへとモデルが移行する

ベイカーパンツは
BAKER(パン職人)が履いていたことから
その名前がついたと言われている

画像出典 
@feeet_vintageclothing 様 

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着 #usmc #usmarinecorps #usarmy #bakerpants #ベイカーパンツ #m47パンツ #m47pants #m47 #m43 #m43pants #m43パンツ #military #ミリタリー"
5,17954727053465183,2023-05-25T13:39:34+0000,https://www.instagram.com/p/CsqwmQcPMvq/,https://scontent-nrt1-2.cdninstagram.com/v/t51.36329-15/348844212_1007468846835968_1281066148917425456_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_jl7-4ghoDIAX8J2Obd&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBBFRwAjl8DVLykF_XMoLOhQcslqhETKfHegnu_Hahktg&oe=648A1F89,24,0,193,233,24,"𝗟𝗲𝘃𝗶'𝘀 
𝟱𝟲𝟬 𝗟𝗼𝗼𝘀𝗲 𝗙𝗶𝘁
解説記事

画像出典 
@furugiya_jam_official 様 

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着 #levis #levis560 #levis550 #ブラックデニム #505 #501 #66前期 #66シングル #66後期 #赤耳 #redline"
6,18364412722017381,2023-05-23T15:59:52+0000,https://www.instagram.com/p/Csl3EC1v9V3/,https://scontent-nrt1-2.cdninstagram.com/v/t51.36329-15/348464851_622669896448694_1684956473817134733_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=HXJgUrAXzXwAX9z6jc7&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBNrLgRBfIXOAkXlmzBZ5YHvdZ3dLR_9U2a68i1zYgvqg&oe=6489107D,25,1,273,335,27,"𝗟𝗲𝘃𝗶'𝘀 
𝟱𝟱𝟬 𝗥𝗲𝗹𝗮𝘅 𝗙𝗶𝘁
解説記事

画像出典 
@furugiya_jam_official 様 

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着 #levis #levis550 #ブラックデニム #505 #501 #66前期 #66シングル #66後期 #赤耳 #redline"
7,18016437298580127,2023-05-16T13:50:54+0000,https://www.instagram.com/p/CsTmvWTv1z0/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/346909999_263910406086891_3474604501079562006_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=KH0HXr_LA8oAX8kB0Pz&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCo3G-LaxptMlUsPkyGD4NBZ6HnDJPMDdbrVh1MJal2rA&oe=6488BE12,38,5,241,298,43,"𝗛𝗘𝗔𝗗 𝗟𝗜𝗚𝗛𝗧
𝗕𝗜𝗚 𝗬𝗔𝗡𝗞
𝗙𝗜𝗩𝗘 𝗕𝗥𝗢𝗧𝗛𝗘𝗥 ...

𝟭𝟵𝟯𝟬𝙨 ~ 𝟭𝟵𝟳𝟬𝙨
年代別タグ一覧

画像出典 
THRIFT SCORE...and more... 様 

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着
#古着好き #古着すきな人と繋がりたい #古着好きな人と繋がりたい #headlight #bigyank #bigsmith #fivebrother #cantbustem #30s #40s #50s #60s #70s"
8,17908952462766136,2023-05-13T07:26:12+0000,https://www.instagram.com/p/CsLMVK6vbf6/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/346284287_587037333405763_3355558810940018265_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XTAzFyyKSkEAX-lBRlw&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBA71rjWfvy3IcSTiinQUCbH8BjOaUiivxqiqMAB3171A&oe=648A4B43,50,5,310,382,55,"𝗪𝗢𝗥𝗞 𝗕𝗥𝗔𝗡𝗗
𝟭𝟵𝟭𝟬𝘀 ~ 𝟭𝟵𝟲𝟬𝘀
年代別タグ一覧

画像出典 
THRIFT SCORE...and more... 様 

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着
#古着好き #古着すきな人と繋がりたい #古着好きな人と繋がりたい #sweetorr #finks #stronghold #blackbear #unclesam #silverbloome #redkap #dickies #bossoftheroad #tufnut #freeland #10s #20s #30s #40s #50s #60s"
9,17913504977744291,2023-05-12T01:48:21+0000,https://www.instagram.com/p/CsIA3vSvbSs/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/346033938_796451434942655_5606291800534058337_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=sUoR0Il0gSMAX9biPNr&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAfngLQQ8iPOzgxD9BfpRerHzPXldbIRgf7-0LPE7DeSw&oe=6488D5E8,42,16,230,294,58,"𝗛𝗘𝗥𝗖𝗨𝗟𝗘𝗦 / 𝗕𝗜𝗚𝗠𝗔𝗖
𝟭𝟵𝟯𝟬𝘀 ~ 𝟭𝟵𝟳𝟬𝘀
年代別タグ一覧

画像出典 
THRIFT SCORE...and more... 様 

【古着の知識をわかりやすく公開】
@vook.vintagebook

#Vook #vintage #ヴィンテージ #古着 #古着コーデ #古着男子 #古着女子 #古着ファッション #ビンテージ古着 #ヴィンテージ古着
#古着好き #古着すきな人と繋がりたい #古着好きな人と繋がりたい #hercules #bigmac #ヘラクレス #ビッグマック #sears #penneys #30s #40s #50s #60s #70s"
